node_index,node_id,node_type,node_name,node_source
10592,3292,gene/protein,HSD17B1,NCBI
10593,3766,gene/protein,KCNJ10,NCBI
10597,11231,gene/protein,SEC63,NCBI
10598,1775,gene/protein,DNASE1L2,NCBI
10602,54757,gene/protein,FAM20A,NCBI
10608,6330,gene/protein,SCN4B,NCBI
10611,51029,gene/protein,DESI2,NCBI
10613,4099,gene/protein,MAG,NCBI
10617,25842,gene/protein,ASF1A,NCBI
10619,30845,gene/protein,EHD3,NCBI
10620,6955,gene/protein,TRA,NCBI
10621,11236,gene/protein,RNF139,NCBI
10626,6549,gene/protein,SLC9A2,NCBI
10629,23224,gene/protein,SYNE2,NCBI
10631,9379,gene/protein,NRXN2,NCBI
10632,552,gene/protein,AVPR1A,NCBI
10634,55625,gene/protein,ZDHHC7,NCBI
10636,55140,gene/protein,ELP3,NCBI
10639,23061,gene/protein,TBC1D9B,NCBI
10645,10420,gene/protein,TESK2,NCBI
10647,10599,gene/protein,SLCO1B1,NCBI
10649,4054,gene/protein,LTBP3,NCBI
10654,111,gene/protein,ADCY5,NCBI
10657,154064,gene/protein,RAET1L,NCBI
10658,319,gene/protein,APOF,NCBI
10660,3700,gene/protein,ITIH4,NCBI
10661,116987,gene/protein,AGAP1,NCBI
10666,3487,gene/protein,IGFBP4,NCBI
10667,55717,gene/protein,WDR11,NCBI
10674,10522,gene/protein,DEAF1,NCBI
10675,30009,gene/protein,TBX21,NCBI
10677,50944,gene/protein,SHANK1,NCBI
10679,4619,gene/protein,MYH1,NCBI
10680,23331,gene/protein,TTC28,NCBI
10682,112724,gene/protein,RDH13,NCBI
10683,56946,gene/protein,EMSY,NCBI
10686,5260,gene/protein,PHKG1,NCBI
10688,57573,gene/protein,ZNF471,NCBI
10691,8076,gene/protein,MFAP5,NCBI
10694,85366,gene/protein,MYLK2,NCBI
10695,6323,gene/protein,SCN1A,NCBI
10699,79158,gene/protein,GNPTAB,NCBI
10701,51181,gene/protein,DCXR,NCBI
10702,6423,gene/protein,SFRP2,NCBI
10704,3218,gene/protein,HOXB8,NCBI
10705,8741,gene/protein,TNFSF13,NCBI
10706,79054,gene/protein,TRPM8,NCBI
10709,2674,gene/protein,GFRA1,NCBI
10722,140902,gene/protein,R3HDML,NCBI
10725,50484,gene/protein,RRM2B,NCBI
10731,7008,gene/protein,TEF,NCBI
10732,60528,gene/protein,ELAC2,NCBI
10740,10661,gene/protein,KLF1,NCBI
10743,9948,gene/protein,WDR1,NCBI
10744,2587,gene/protein,GALR1,NCBI
10745,4199,gene/protein,ME1,NCBI
10746,10644,gene/protein,IGF2BP2,NCBI
10749,64399,gene/protein,HHIP,NCBI
10750,159989,gene/protein,DEUP1,NCBI
10752,4058,gene/protein,LTK,NCBI
10763,84061,gene/protein,MAGT1,NCBI
10764,374879,gene/protein,ZNF699,NCBI
10765,55681,gene/protein,SCYL2,NCBI
10769,368,gene/protein,ABCC6,NCBI
10771,3060,gene/protein,HCRT,NCBI
10774,7227,gene/protein,TRPS1,NCBI
10777,10589,gene/protein,DRAP1,NCBI
10780,83795,gene/protein,KCNK16,NCBI
10783,7058,gene/protein,THBS2,NCBI
10788,347733,gene/protein,TUBB2B,NCBI
10790,8491,gene/protein,MAP4K3,NCBI
10792,196740,gene/protein,VSTM4,NCBI
10795,732,gene/protein,C8B,NCBI
10797,85413,gene/protein,SLC22A16,NCBI
10798,3764,gene/protein,KCNJ8,NCBI
10800,9472,gene/protein,AKAP6,NCBI
10802,81494,gene/protein,CFHR5,NCBI
10804,55830,gene/protein,GLT8D1,NCBI
10805,3061,gene/protein,HCRTR1,NCBI
10807,8828,gene/protein,NRP2,NCBI
10808,10602,gene/protein,CDC42EP3,NCBI
10809,1620,gene/protein,BRINP1,NCBI
10810,9985,gene/protein,REC8,NCBI
10812,3420,gene/protein,IDH3B,NCBI
10818,2992,gene/protein,GYG1,NCBI
10820,128239,gene/protein,IQGAP3,NCBI
10821,10369,gene/protein,CACNG2,NCBI
10826,9732,gene/protein,DOCK4,NCBI
10827,6017,gene/protein,RLBP1,NCBI
10829,9947,gene/protein,MAGEC1,NCBI
10830,55237,gene/protein,VRTN,NCBI
10831,51533,gene/protein,PHF7,NCBI
10833,125,gene/protein,ADH1B,NCBI
10835,4852,gene/protein,NPY,NCBI
10836,90121,gene/protein,TSR2,NCBI
10838,83732,gene/protein,RIOK1,NCBI
10843,4357,gene/protein,MPST,NCBI
10847,10082,gene/protein,GPC6,NCBI
10852,2877,gene/protein,GPX2,NCBI
10854,22849,gene/protein,CPEB3,NCBI
10861,81037,gene/protein,CLPTM1L,NCBI
10862,5017,gene/protein,OVOL1,NCBI
10870,125997,gene/protein,MBD3L2,NCBI
10872,9783,gene/protein,RIMS3,NCBI
10874,8722,gene/protein,CTSF,NCBI
10875,286530,gene/protein,P2RY8,NCBI
10877,1365,gene/protein,CLDN3,NCBI
10880,80723,gene/protein,SLC35G2,NCBI
10883,26272,gene/protein,FBXO4,NCBI
10885,7844,gene/protein,RNF103,NCBI
10893,51734,gene/protein,MSRB1,NCBI
10897,1668,gene/protein,DEFA3,NCBI
10900,5176,gene/protein,SERPINF1,NCBI
10901,1577,gene/protein,CYP3A5,NCBI
10902,81603,gene/protein,TRIM8,NCBI
10905,144717,gene/protein,PHETA1,NCBI
10908,57522,gene/protein,SRGAP1,NCBI
10909,55252,gene/protein,ASXL2,NCBI
10915,3485,gene/protein,IGFBP2,NCBI
10918,4009,gene/protein,LMX1A,NCBI
10919,8624,gene/protein,PSMG1,NCBI
10922,8780,gene/protein,RIOK3,NCBI
10923,92344,gene/protein,GORAB,NCBI
10928,115207,gene/protein,KCTD12,NCBI
10929,4493,gene/protein,MT1E,NCBI
10934,84816,gene/protein,RTN4IP1,NCBI
10938,23301,gene/protein,EHBP1,NCBI
10944,93986,gene/protein,FOXP2,NCBI
10946,6023,gene/protein,RMRP,NCBI
10949,51592,gene/protein,TRIM33,NCBI
10955,90139,gene/protein,TSPAN18,NCBI
10959,6038,gene/protein,RNASE4,NCBI
10961,81605,gene/protein,URM1,NCBI
10966,4439,gene/protein,MSH5,NCBI
10968,27091,gene/protein,CACNG5,NCBI
10975,29108,gene/protein,PYCARD,NCBI
10976,9248,gene/protein,GPR50,NCBI
10978,91543,gene/protein,RSAD2,NCBI
10979,10391,gene/protein,CORO2B,NCBI
10983,6753,gene/protein,SSTR3,NCBI
10984,2984,gene/protein,GUCY2C,NCBI
10986,5593,gene/protein,PRKG2,NCBI
10989,4130,gene/protein,MAP1A,NCBI
10993,51621,gene/protein,KLF13,NCBI
10994,55818,gene/protein,KDM3A,NCBI
10996,9754,gene/protein,STARD8,NCBI
10997,2166,gene/protein,FAAH,NCBI
10998,2936,gene/protein,GSR,NCBI
11006,157922,gene/protein,CAMSAP1,NCBI
11008,51135,gene/protein,IRAK4,NCBI
11011,127,gene/protein,ADH4,NCBI
11013,4973,gene/protein,OLR1,NCBI
11014,51744,gene/protein,CD244,NCBI
11016,8224,gene/protein,SYN3,NCBI
11017,55244,gene/protein,SLC47A1,NCBI
11020,1960,gene/protein,EGR3,NCBI
11028,7625,gene/protein,ZNF74,NCBI
11030,3026,gene/protein,HABP2,NCBI
11032,57057,gene/protein,TBX20,NCBI
11036,5596,gene/protein,MAPK4,NCBI
11038,6329,gene/protein,SCN4A,NCBI
11043,1007,gene/protein,CDH9,NCBI
11044,23008,gene/protein,KLHDC10,NCBI
11049,4133,gene/protein,MAP2,NCBI
11050,51422,gene/protein,PRKAG2,NCBI
11054,26750,gene/protein,RPS6KC1,NCBI
11056,55726,gene/protein,INTS13,NCBI
11057,79719,gene/protein,AAGAB,NCBI
11062,79664,gene/protein,ICE2,NCBI
11065,51284,gene/protein,TLR7,NCBI
11066,2897,gene/protein,GRIK1,NCBI
11068,25903,gene/protein,OLFML2B,NCBI
11071,146279,gene/protein,TEKT5,NCBI
11075,1043,gene/protein,CD52,NCBI
11076,7306,gene/protein,TYRP1,NCBI
11077,9232,gene/protein,PTTG1,NCBI
11080,5740,gene/protein,PTGIS,NCBI
11084,10563,gene/protein,CXCL13,NCBI
11085,51174,gene/protein,TUBD1,NCBI
11086,837,gene/protein,CASP4,NCBI
11090,51466,gene/protein,EVL,NCBI
11095,54663,gene/protein,WDR74,NCBI
11096,3746,gene/protein,KCNC1,NCBI
11097,163702,gene/protein,IFNLR1,NCBI
11100,4161,gene/protein,MC5R,NCBI
11101,54704,gene/protein,PDP1,NCBI
11102,84680,gene/protein,ACCS,NCBI
11103,8877,gene/protein,SPHK1,NCBI
11107,5130,gene/protein,PCYT1A,NCBI
11108,29,gene/protein,ABR,NCBI
11110,5029,gene/protein,P2RY2,NCBI
11111,56990,gene/protein,CDC42SE2,NCBI
11112,286887,gene/protein,KRT6C,NCBI
11114,4158,gene/protein,MC2R,NCBI
11120,284119,gene/protein,CAVIN1,NCBI
11121,1804,gene/protein,DPP6,NCBI
11123,2570,gene/protein,GABRR2,NCBI
11124,686,gene/protein,BTD,NCBI
11128,2949,gene/protein,GSTM5,NCBI
11130,249,gene/protein,ALPL,NCBI
11133,7263,gene/protein,TST,NCBI
11134,9971,gene/protein,NR1H4,NCBI
11136,5972,gene/protein,REN,NCBI
11138,7036,gene/protein,TFR2,NCBI
11142,4330,gene/protein,MN1,NCBI
11143,134,gene/protein,ADORA1,NCBI
11146,2161,gene/protein,F12,NCBI
11147,833,gene/protein,CARS1,NCBI
11148,5657,gene/protein,PRTN3,NCBI
11149,9940,gene/protein,DLEC1,NCBI
11155,10058,gene/protein,ABCB6,NCBI
11156,2531,gene/protein,KDSR,NCBI
11165,947,gene/protein,CD34,NCBI
11168,51441,gene/protein,YTHDF2,NCBI
11170,23026,gene/protein,MYO16,NCBI
11174,55759,gene/protein,WDR12,NCBI
11179,6506,gene/protein,SLC1A2,NCBI
11185,5137,gene/protein,PDE1C,NCBI
11186,6349,gene/protein,CCL3L1,NCBI
11189,2747,gene/protein,GLUD2,NCBI
11192,28514,gene/protein,DLL1,NCBI
11193,6392,gene/protein,SDHD,NCBI
11194,3704,gene/protein,ITPA,NCBI
11199,1611,gene/protein,DAP,NCBI
11200,27436,gene/protein,EML4,NCBI
11206,6362,gene/protein,CCL18,NCBI
11209,9289,gene/protein,ADGRG1,NCBI
11211,9690,gene/protein,UBE3C,NCBI
11214,478,gene/protein,ATP1A3,NCBI
11215,1142,gene/protein,CHRNB3,NCBI
11216,27121,gene/protein,DKK4,NCBI
11218,9615,gene/protein,GDA,NCBI
11219,1767,gene/protein,DNAH5,NCBI
11220,54809,gene/protein,SAMD9,NCBI
11221,6035,gene/protein,RNASE1,NCBI
11222,27242,gene/protein,TNFRSF21,NCBI
11223,6547,gene/protein,SLC8A3,NCBI
11225,5138,gene/protein,PDE2A,NCBI
11232,51804,gene/protein,SIX4,NCBI
11235,9674,gene/protein,KIAA0040,NCBI
11238,9215,gene/protein,LARGE1,NCBI
11239,885,gene/protein,CCK,NCBI
11246,8833,gene/protein,GMPS,NCBI
11247,23414,gene/protein,ZFPM2,NCBI
11248,91653,gene/protein,BOC,NCBI
11253,2555,gene/protein,GABRA2,NCBI
11256,8671,gene/protein,SLC4A4,NCBI
11259,9788,gene/protein,MTSS1,NCBI
11262,23152,gene/protein,CIC,NCBI
11265,116449,gene/protein,CLNK,NCBI
11267,9547,gene/protein,CXCL14,NCBI
11270,2731,gene/protein,GLDC,NCBI
11274,1580,gene/protein,CYP4B1,NCBI
11281,23248,gene/protein,RPRD2,NCBI
11282,114,gene/protein,ADCY8,NCBI
11283,7139,gene/protein,TNNT2,NCBI
11285,23521,gene/protein,RPL13A,NCBI
11287,196527,gene/protein,ANO6,NCBI
11290,343930,gene/protein,MSGN1,NCBI
11293,10716,gene/protein,TBR1,NCBI
11295,10632,gene/protein,ATP5MG,NCBI
11296,151647,gene/protein,TAFA4,NCBI
11297,279,gene/protein,AMY2A,NCBI
11301,79875,gene/protein,THSD4,NCBI
11308,387266,gene/protein,KRTAP5-3,NCBI
11310,2206,gene/protein,MS4A2,NCBI
11311,253012,gene/protein,HEPACAM2,NCBI
11315,10319,gene/protein,LAMC3,NCBI
11320,10276,gene/protein,NET1,NCBI
11321,51602,gene/protein,NOP58,NCBI
11322,57628,gene/protein,DPP10,NCBI
11324,443,gene/protein,ASPA,NCBI
11328,54221,gene/protein,SNTG2,NCBI
11329,9147,gene/protein,NEMF,NCBI
11330,11005,gene/protein,SPINK5,NCBI
11332,79834,gene/protein,PEAK1,NCBI
11334,54959,gene/protein,ODAM,NCBI
11337,259266,gene/protein,ASPM,NCBI
11338,55229,gene/protein,PANK4,NCBI
11341,440275,gene/protein,EIF2AK4,NCBI
11346,29947,gene/protein,DNMT3L,NCBI
11350,23235,gene/protein,SIK2,NCBI
11353,6891,gene/protein,TAP2,NCBI
11356,3674,gene/protein,ITGA2B,NCBI
11361,8809,gene/protein,IL18R1,NCBI
11362,9635,gene/protein,CLCA2,NCBI
11364,79763,gene/protein,ISOC2,NCBI
11366,3612,gene/protein,IMPA1,NCBI
11367,5101,gene/protein,PCDH9,NCBI
11369,5447,gene/protein,POR,NCBI
11375,159,gene/protein,ADSS2,NCBI
11380,7179,gene/protein,TPTE,NCBI
11381,55819,gene/protein,RNF130,NCBI
11384,5141,gene/protein,PDE4A,NCBI
11386,29103,gene/protein,DNAJC15,NCBI
11387,64968,gene/protein,MRPS6,NCBI
11393,79184,gene/protein,BRCC3,NCBI
11394,6445,gene/protein,SGCG,NCBI
11399,29985,gene/protein,SLC39A3,NCBI
11404,27044,gene/protein,SND1,NCBI
11412,9748,gene/protein,SLK,NCBI
11413,79723,gene/protein,SUV39H2,NCBI
11415,92105,gene/protein,INTS4,NCBI
11416,7923,gene/protein,HSD17B8,NCBI
11417,60558,gene/protein,GUF1,NCBI
11419,7076,gene/protein,TIMP1,NCBI
11421,10417,gene/protein,SPON2,NCBI
11423,9420,gene/protein,CYP7B1,NCBI
11426,29801,gene/protein,ZDHHC8,NCBI
11427,1463,gene/protein,NCAN,NCBI
11429,8339,gene/protein,H2BC8,NCBI
11431,22808,gene/protein,MRAS,NCBI
11437,170589,gene/protein,GPHA2,NCBI
11438,58499,gene/protein,ZNF462,NCBI
11440,8540,gene/protein,AGPS,NCBI
11441,54946,gene/protein,SLC41A3,NCBI
11445,5255,gene/protein,PHKA1,NCBI
11448,8530,gene/protein,CST7,NCBI
11450,64801,gene/protein,ARV1,NCBI
11452,55149,gene/protein,MTPAP,NCBI
11456,63967,gene/protein,CLSPN,NCBI
11457,51651,gene/protein,PTRH2,NCBI
11458,51185,gene/protein,CRBN,NCBI
11461,50,gene/protein,ACO2,NCBI
11464,2852,gene/protein,GPER1,NCBI
11465,10332,gene/protein,CLEC4M,NCBI
11472,51755,gene/protein,CDK12,NCBI
11477,64841,gene/protein,GNPNAT1,NCBI
11479,2169,gene/protein,FABP2,NCBI
11481,275,gene/protein,AMT,NCBI
11482,5697,gene/protein,PYY,NCBI
11484,2591,gene/protein,GALNT3,NCBI
11485,2165,gene/protein,F13B,NCBI
11488,10505,gene/protein,SEMA4F,NCBI
11492,6343,gene/protein,SCT,NCBI
11497,6262,gene/protein,RYR2,NCBI
11509,22941,gene/protein,SHANK2,NCBI
11520,55829,gene/protein,SELENOS,NCBI
11521,3207,gene/protein,HOXA11,NCBI
11523,3952,gene/protein,LEP,NCBI
11524,10114,gene/protein,HIPK3,NCBI
11526,7627,gene/protein,ZNF75A,NCBI
11528,5319,gene/protein,PLA2G1B,NCBI
11533,23165,gene/protein,NUP205,NCBI
11534,23544,gene/protein,SEZ6L,NCBI
11536,5992,gene/protein,RFX4,NCBI
11537,1465,gene/protein,CSRP1,NCBI
11539,2561,gene/protein,GABRB2,NCBI
11542,3816,gene/protein,KLK1,NCBI
11548,25807,gene/protein,RHBDD3,NCBI
11550,28755,gene/protein,TRAC,NCBI
11553,131890,gene/protein,GRK7,NCBI
11555,7355,gene/protein,SLC35A2,NCBI
11556,55197,gene/protein,RPRD1A,NCBI
11562,10110,gene/protein,SGK2,NCBI
11563,9699,gene/protein,RIMS2,NCBI
11567,56180,gene/protein,MOSPD1,NCBI
11571,2676,gene/protein,GFRA3,NCBI
11579,1118,gene/protein,CHIT1,NCBI
11580,8742,gene/protein,TNFSF12,NCBI
11585,54949,gene/protein,SDHAF2,NCBI
11588,8807,gene/protein,IL18RAP,NCBI
11591,3381,gene/protein,IBSP,NCBI
11593,51247,gene/protein,PAIP2,NCBI
11599,6943,gene/protein,TCF21,NCBI
11600,5096,gene/protein,PCCB,NCBI
11609,2628,gene/protein,GATM,NCBI
11610,8091,gene/protein,HMGA2,NCBI
11612,7125,gene/protein,TNNC2,NCBI
11613,93145,gene/protein,OLFM2,NCBI
11614,125958,gene/protein,OR7D4,NCBI
11617,10666,gene/protein,CD226,NCBI
11619,84464,gene/protein,SLX4,NCBI
11620,8528,gene/protein,DDO,NCBI
11623,64780,gene/protein,MICAL1,NCBI
11624,117247,gene/protein,SLC16A10,NCBI
11625,3973,gene/protein,LHCGR,NCBI
11627,79751,gene/protein,SLC25A22,NCBI
11630,6752,gene/protein,SSTR2,NCBI
11633,81848,gene/protein,SPRY4,NCBI
11634,6957,gene/protein,TRB,NCBI
11636,10630,gene/protein,PDPN,NCBI
11639,9194,gene/protein,SLC16A7,NCBI
11643,81620,gene/protein,CDT1,NCBI
11648,56924,gene/protein,PAK6,NCBI
11649,79831,gene/protein,KDM8,NCBI
11655,4495,gene/protein,MT1G,NCBI
11659,9048,gene/protein,ARTN,NCBI
11661,9693,gene/protein,RAPGEF2,NCBI
11663,28988,gene/protein,DBNL,NCBI
11665,6569,gene/protein,SLC34A1,NCBI
11668,81610,gene/protein,FAM83D,NCBI
11669,27107,gene/protein,ZBTB11,NCBI
11670,9630,gene/protein,GNA14,NCBI
11672,55740,gene/protein,ENAH,NCBI
11675,7223,gene/protein,TRPC4,NCBI
11677,9644,gene/protein,SH3PXD2A,NCBI
11678,54093,gene/protein,SETD4,NCBI
11681,2990,gene/protein,GUSB,NCBI
11682,10718,gene/protein,NRG3,NCBI
11684,7044,gene/protein,LEFTY2,NCBI
11690,91833,gene/protein,WDR20,NCBI
11691,81572,gene/protein,PDRG1,NCBI
11692,1375,gene/protein,CPT1B,NCBI
11697,90417,gene/protein,KNSTRN,NCBI
11703,231,gene/protein,AKR1B1,NCBI
11706,2168,gene/protein,FABP1,NCBI
11712,2696,gene/protein,GIPR,NCBI
11717,155,gene/protein,ADRB3,NCBI
11722,4552,gene/protein,MTRR,NCBI
11725,5136,gene/protein,PDE1A,NCBI
11727,50506,gene/protein,DUOX2,NCBI
11732,10766,gene/protein,TOB2,NCBI
11733,6123,gene/protein,RPL3L,NCBI
11737,80148,gene/protein,SLC66A2,NCBI
11738,80206,gene/protein,FHOD3,NCBI
11741,2815,gene/protein,GP9,NCBI
11742,1339,gene/protein,COX6A2,NCBI
11744,23143,gene/protein,LRCH1,NCBI
11747,3492,gene/protein,IGH,NCBI
11754,797,gene/protein,CALCB,NCBI
11758,51388,gene/protein,NIP7,NCBI
11760,27094,gene/protein,KCNMB3,NCBI
11761,4240,gene/protein,MFGE8,NCBI
11763,91661,gene/protein,ZNF765,NCBI
11767,3274,gene/protein,HRH2,NCBI
11768,22998,gene/protein,LIMCH1,NCBI
11769,6746,gene/protein,SSR2,NCBI
11770,57091,gene/protein,CASS4,NCBI
11771,28232,gene/protein,SLCO3A1,NCBI
11774,2220,gene/protein,FCN2,NCBI
11777,9945,gene/protein,GFPT2,NCBI
11778,143425,gene/protein,SYT9,NCBI
11779,51228,gene/protein,GLTP,NCBI
11787,8406,gene/protein,SRPX,NCBI
11791,8120,gene/protein,AP3B2,NCBI
11794,2922,gene/protein,GRP,NCBI
11797,7915,gene/protein,ALDH5A1,NCBI
11800,23236,gene/protein,PLCB1,NCBI
11806,10057,gene/protein,ABCC5,NCBI
11808,10327,gene/protein,AKR1A1,NCBI
11813,84100,gene/protein,ARL6,NCBI
11814,56005,gene/protein,MYDGF,NCBI
11817,3699,gene/protein,ITIH3,NCBI
11821,144568,gene/protein,A2ML1,NCBI
11825,23166,gene/protein,STAB1,NCBI
11830,3697,gene/protein,ITIH1,NCBI
11836,22850,gene/protein,ADNP2,NCBI
11846,4982,gene/protein,TNFRSF11B,NCBI
11848,8288,gene/protein,EPX,NCBI
11849,2173,gene/protein,FABP7,NCBI
11855,84904,gene/protein,ARHGEF39,NCBI
11857,5173,gene/protein,PDYN,NCBI
11860,2717,gene/protein,GLA,NCBI
11861,496,gene/protein,ATP4B,NCBI
11866,5032,gene/protein,P2RY11,NCBI
11867,58189,gene/protein,WFDC1,NCBI
11870,65980,gene/protein,BRD9,NCBI
11878,23406,gene/protein,COTL1,NCBI
11881,6581,gene/protein,SLC22A3,NCBI
11886,326625,gene/protein,MMAB,NCBI
11887,84196,gene/protein,USP48,NCBI
11888,116285,gene/protein,ACSM1,NCBI
11898,10993,gene/protein,SDS,NCBI
11910,6892,gene/protein,TAPBP,NCBI
11911,7350,gene/protein,UCP1,NCBI
11920,6755,gene/protein,SSTR5,NCBI
11923,53343,gene/protein,NUDT9,NCBI
11932,1120,gene/protein,CHKB,NCBI
11938,83416,gene/protein,FCRL5,NCBI
11951,5205,gene/protein,ATP8B1,NCBI
11953,8613,gene/protein,PLPP3,NCBI
11960,116362,gene/protein,RBP7,NCBI
11962,402381,gene/protein,SOHLH1,NCBI
11963,26061,gene/protein,HACL1,NCBI
11966,127795,gene/protein,C1orf87,NCBI
11967,6422,gene/protein,SFRP1,NCBI
11978,51294,gene/protein,PCDH12,NCBI
11979,90427,gene/protein,BMF,NCBI
11988,56942,gene/protein,CMC2,NCBI
11992,84152,gene/protein,PPP1R1B,NCBI
11994,51129,gene/protein,ANGPTL4,NCBI
11997,26528,gene/protein,DAZAP1,NCBI
12000,83638,gene/protein,C11orf68,NCBI
12005,8654,gene/protein,PDE5A,NCBI
12008,50649,gene/protein,ARHGEF4,NCBI
12011,8792,gene/protein,TNFRSF11A,NCBI
12013,3938,gene/protein,LCT,NCBI
12020,1968,gene/protein,EIF2S3,NCBI
12026,11216,gene/protein,AKAP10,NCBI
12027,57447,gene/protein,NDRG2,NCBI
12028,7292,gene/protein,TNFSF4,NCBI
12031,4108,gene/protein,MAGEA9,NCBI
12036,91624,gene/protein,NEXN,NCBI
12037,1761,gene/protein,DMRT1,NCBI
12040,57468,gene/protein,SLC12A5,NCBI
12043,83540,gene/protein,NUF2,NCBI
12045,55748,gene/protein,CNDP2,NCBI
12047,51303,gene/protein,FKBP11,NCBI
12055,3988,gene/protein,LIPA,NCBI
12056,5551,gene/protein,PRF1,NCBI
12057,64816,gene/protein,CYP3A43,NCBI
12059,9839,gene/protein,ZEB2,NCBI
12062,29087,gene/protein,THYN1,NCBI
12064,2346,gene/protein,FOLH1,NCBI
12065,11141,gene/protein,IL1RAPL1,NCBI
12066,29968,gene/protein,PSAT1,NCBI
12072,203328,gene/protein,SUSD3,NCBI
12076,64135,gene/protein,IFIH1,NCBI
12077,11067,gene/protein,DEPP1,NCBI
12079,5744,gene/protein,PTHLH,NCBI
12086,8857,gene/protein,FCGBP,NCBI
12087,8911,gene/protein,CACNA1I,NCBI
12088,114781,gene/protein,BTBD9,NCBI
12099,23030,gene/protein,KDM4B,NCBI
12100,23241,gene/protein,PACS2,NCBI
12101,55355,gene/protein,HJURP,NCBI
12105,259282,gene/protein,BOD1L1,NCBI
12108,316,gene/protein,AOX1,NCBI
12109,26015,gene/protein,RPAP1,NCBI
12110,8566,gene/protein,PDXK,NCBI
12112,8787,gene/protein,RGS9,NCBI
12116,79944,gene/protein,L2HGDH,NCBI
12119,55286,gene/protein,C4orf19,NCBI
12120,5444,gene/protein,PON1,NCBI
12122,1378,gene/protein,CR1,NCBI
12123,8854,gene/protein,ALDH1A2,NCBI
12124,8509,gene/protein,NDST2,NCBI
12126,55214,gene/protein,P3H2,NCBI
12127,64283,gene/protein,ARHGEF28,NCBI
12128,133522,gene/protein,PPARGC1B,NCBI
12131,51005,gene/protein,AMDHD2,NCBI
12140,79728,gene/protein,PALB2,NCBI
12145,113179,gene/protein,ADAT3,NCBI
12148,221074,gene/protein,SLC39A12,NCBI
12150,6898,gene/protein,TAT,NCBI
12154,6496,gene/protein,SIX3,NCBI
12155,56776,gene/protein,FMN2,NCBI
12158,90506,gene/protein,LRRC46,NCBI
12162,84254,gene/protein,CAMKK1,NCBI
12165,6750,gene/protein,SST,NCBI
12166,114134,gene/protein,SLC2A13,NCBI
12171,3820,gene/protein,KLRB1,NCBI
12173,1769,gene/protein,DNAH8,NCBI
12178,252969,gene/protein,NEIL2,NCBI
12182,11018,gene/protein,TMED1,NCBI
12188,55676,gene/protein,SLC30A6,NCBI
12189,203286,gene/protein,ANKS6,NCBI
12193,9668,gene/protein,ZNF432,NCBI
12195,26224,gene/protein,FBXL3,NCBI
12197,55437,gene/protein,STRADB,NCBI
12198,9227,gene/protein,LRAT,NCBI
12200,200734,gene/protein,SPRED2,NCBI
12202,149111,gene/protein,CNIH3,NCBI
12205,64151,gene/protein,NCAPG,NCBI
12207,57105,gene/protein,CYSLTR2,NCBI
12210,5273,gene/protein,SERPINB10,NCBI
12213,2946,gene/protein,GSTM2,NCBI
12223,112755,gene/protein,STX1B,NCBI
12231,245972,gene/protein,ATP6V0D2,NCBI
12232,6296,gene/protein,ACSM3,NCBI
12234,57519,gene/protein,STARD9,NCBI
12235,91433,gene/protein,RCCD1,NCBI
12236,3363,gene/protein,HTR7,NCBI
12237,27034,gene/protein,ACAD8,NCBI
12238,6529,gene/protein,SLC6A1,NCBI
12239,51268,gene/protein,PIPOX,NCBI
12240,56246,gene/protein,MRAP,NCBI
12244,6690,gene/protein,SPINK1,NCBI
12245,57379,gene/protein,AICDA,NCBI
12248,57619,gene/protein,SHROOM3,NCBI
12251,93099,gene/protein,DMKN,NCBI
12255,5069,gene/protein,PAPPA,NCBI
12256,8526,gene/protein,DGKE,NCBI
12257,5652,gene/protein,PRSS8,NCBI
12269,10841,gene/protein,FTCD,NCBI
12273,225,gene/protein,ABCD2,NCBI
12276,54795,gene/protein,TRPM4,NCBI
12281,7293,gene/protein,TNFRSF4,NCBI
12282,55743,gene/protein,CHFR,NCBI
12283,1381,gene/protein,CRABP1,NCBI
12285,653509,gene/protein,SFTPA1,NCBI
12287,22891,gene/protein,ZNF365,NCBI
12289,6519,gene/protein,SLC3A1,NCBI
12291,84720,gene/protein,PIGO,NCBI
12295,57453,gene/protein,DSCAML1,NCBI
12299,4151,gene/protein,MB,NCBI
12301,4200,gene/protein,ME2,NCBI
12302,926,gene/protein,CD8B,NCBI
12304,51151,gene/protein,SLC45A2,NCBI
12305,114548,gene/protein,NLRP3,NCBI
12308,54861,gene/protein,SNRK,NCBI
12315,11278,gene/protein,KLF12,NCBI
12319,27324,gene/protein,TOX3,NCBI
12320,5506,gene/protein,PPP1R3A,NCBI
12321,10858,gene/protein,CYP46A1,NCBI
12323,64108,gene/protein,RTP4,NCBI
12325,9381,gene/protein,OTOF,NCBI
12330,9649,gene/protein,RALGPS1,NCBI
12332,5251,gene/protein,PHEX,NCBI
12333,79071,gene/protein,ELOVL6,NCBI
12334,5644,gene/protein,PRSS1,NCBI
12336,79733,gene/protein,E2F8,NCBI
12339,29058,gene/protein,TMEM230,NCBI
12342,79885,gene/protein,HDAC11,NCBI
12343,65055,gene/protein,REEP1,NCBI
12347,59352,gene/protein,LGR6,NCBI
12354,59344,gene/protein,ALOXE3,NCBI
12355,64411,gene/protein,ARAP3,NCBI
12359,114294,gene/protein,LACTB,NCBI
12364,3361,gene/protein,HTR5A,NCBI
12367,387357,gene/protein,THEMIS,NCBI
12371,1594,gene/protein,CYP27B1,NCBI
12372,10840,gene/protein,ALDH1L1,NCBI
